Transaction ID,date_id,Customer ID,product_id,Quantity,Total Amount
917,150,CUST917,15,4,200
918,251,CUST918,3,3,90
919,332,CUST919,9,2,50
920,8,CUST920,9,3,75
921,327,CUST921,6,3,75
922,339,CUST922,15,1,50
923,233,CUST923,14,3,900
924,262,CUST924,1,2,100
925,340,CUST925,7,1,300
926,307,CUST926,3,1,30
927,34,CUST927,10,4,2000
928,335,CUST928,12,4,1200
929,247,CUST929,9,3,75
930,319,CUST930,8,4,200
931,212,CUST931,4,4,120
932,123,CUST932,9,4,100
933,90,CUST933,4,1,30
934,88,CUST934,13,1,500
935,332,CUST935,1,1,50
936,228,CUST936,1,4,200
937,55,CUST937,13,1,500
938,293,CUST938,8,4,200
939,245,CUST939,7,1,300
940,186,CUST940,3,1,30
941,310,CUST941,5,2,50
942,254,CUST942,2,3,1500
943,231,CUST943,12,4,1200
944,285,CUST944,5,2,50
945,147,CUST945,9,1,25
946,194,CUST946,10,4,2000
947,341,CUST947,14,1,300
948,82,CUST948,6,3,75
949,342,CUST949,6,2,50
950,156,CUST950,12,3,900
951,114,CUST951,1,2,100
952,53,CUST952,5,1,25
953,165,CUST953,4,3,90
954,224,CUST954,7,3,900
955,38,CUST955,5,1,25
956,305,CUST956,2,3,1500
957,197,CUST957,3,4,120
958,133,CUST958,6,2,50
959,29,CUST959,3,2,60
960,103,CUST960,11,2,60
961,265,CUST961,1,4,200
962,219,CUST962,11,2,60
963,221,CUST963,1,1,50
964,170,CUST964,12,3,900
965,290,CUST965,8,4,200
966,190,CUST966,10,2,1000
967,343,CUST967,9,1,25
968,132,CUST968,12,3,900
969,91,CUST969,12,3,900
970,43,CUST970,10,4,2000
971,60,CUST971,15,4,200
972,214,CUST972,9,4,100
973,126,CUST973,8,1,50
974,144,CUST974,4,1,30
975,344,CUST975,8,4,200
976,50,CUST976,14,2,600
977,196,CUST977,6,3,75
978,126,CUST978,8,3,150
979,127,CUST979,9,1,25
980,278,CUST980,6,3,75
981,305,CUST981,3,2,60
982,81,CUST982,4,3,90
983,216,CUST983,12,1,300
984,262,CUST984,2,1,500
985,338,CUST985,6,2,50
986,14,CUST986,2,2,1000
987,311,CUST987,12,3,900
988,345,CUST988,5,3,75
989,252,CUST989,6,1,25
990,243,CUST990,13,2,1000
991,25,CUST991,8,2,100
992,64,CUST992,3,2,60
993,75,CUST993,15,3,150
994,245,CUST994,13,2,1000
995,18,CUST995,11,1,30
996,43,CUST996,8,1,50
997,132,CUST997,4,3,90
998,29,CUST998,9,4,100
999,60,CUST999,15,3,150
1000,23,CUST1000,3,4,120
